,REF_DATE,GEO,Sex,Primary types of cancer ,Trends,Characteristics,UOM,SCALAR_FACTOR,VALUE
1265,2021,Canada,Males,Acute lymphocytic leukemia,Latest trend,End year of period,Number,units,2020.0
1266,2021,Canada,Males,Acute lymphocytic leukemia,Overall trend since 1984,Annual percent change (APC),Percentage,units,-1.8
1267,2021,Canada,Males,Acute lymphocytic leukemia,Overall trend since 1984,Start year of period,Number,units,1984.0
1268,2021,Canada,Males,Acute lymphocytic leukemia,Overall trend since 1984,End year of period,Number,units,2020.0
1269,2021,Canada,Males,Acute lymphocytic leukemia,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-1.8
1270,2021,Canada,Males,Acute lymphocytic leukemia,Overall trend within the last ten years,Start year of period,Number,units,2011.0
1271,2021,Canada,Males,Acute lymphocytic leukemia,Overall trend within the last ten years,End year of period,Number,units,2020.0
1272,2021,Canada,Males,Chronic lymphocytic leukemia,First trend,Annual percent change (APC),Percentage,units,-0.5
1273,2021,Canada,Males,Chronic lymphocytic leukemia,First trend,Start year of period,Number,units,1984.0
1274,2021,Canada,Males,Chronic lymphocytic leukemia,First trend,End year of period,Number,units,2012.0
1275,2021,Canada,Males,Chronic lymphocytic leukemia,Second trend,Annual percent change (APC),Percentage,units,-5.9
1276,2021,Canada,Males,Chronic lymphocytic leukemia,Second trend,Start year of period,Number,units,2012.0
1277,2021,Canada,Males,Chronic lymphocytic leukemia,Second trend,End year of period,Number,units,2020.0
1278,2021,Canada,Males,Chronic lymphocytic leukemia,Third trend,Annual percent change (APC),Percentage,units,
1279,2021,Canada,Males,Chronic lymphocytic leukemia,Third trend,Start year of period,Number,units,
1280,2021,Canada,Males,Chronic lymphocytic leukemia,Third trend,End year of period,Number,units,
1281,2021,Canada,Males,Chronic lymphocytic leukemia,Fourth trend,Annual percent change (APC),Percentage,units,
1282,2021,Canada,Males,Chronic lymphocytic leukemia,Fourth trend,Start year of period,Number,units,
1283,2021,Canada,Males,Chronic lymphocytic leukemia,Fourth trend,End year of period,Number,units,
1284,2021,Canada,Males,Chronic lymphocytic leukemia,Fifth trend,Annual percent change (APC),Percentage,units,
1285,2021,Canada,Males,Chronic lymphocytic leukemia,Fifth trend,Start year of period,Number,units,
1286,2021,Canada,Males,Chronic lymphocytic leukemia,Fifth trend,End year of period,Number,units,
1287,2021,Canada,Males,Chronic lymphocytic leukemia,Latest trend,Annual percent change (APC),Percentage,units,-5.9
1288,2021,Canada,Males,Chronic lymphocytic leukemia,Latest trend,Start year of period,Number,units,2012.0
1289,2021,Canada,Males,Chronic lymphocytic leukemia,Latest trend,End year of period,Number,units,2020.0
1290,2021,Canada,Males,Chronic lymphocytic leukemia,Overall trend since 1984,Annual percent change (APC),Percentage,units,-1.7
1291,2021,Canada,Males,Chronic lymphocytic leukemia,Overall trend since 1984,Start year of period,Number,units,1984.0
1292,2021,Canada,Males,Chronic lymphocytic leukemia,Overall trend since 1984,End year of period,Number,units,2020.0
1293,2021,Canada,Males,Chronic lymphocytic leukemia,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-5.3
1294,2021,Canada,Males,Chronic lymphocytic leukemia,Overall trend within the last ten years,Start year of period,Number,units,2011.0
1295,2021,Canada,Males,Chronic lymphocytic leukemia,Overall trend within the last ten years,End year of period,Number,units,2020.0
1296,2021,Canada,Males,Acute myeloid leukemia,First trend,Annual percent change (APC),Percentage,units,-1.9
1297,2021,Canada,Males,Acute myeloid leukemia,First trend,Start year of period,Number,units,1984.0
1298,2021,Canada,Males,Acute myeloid leukemia,First trend,End year of period,Number,units,1991.0
1299,2021,Canada,Males,Acute myeloid leukemia,Second trend,Annual percent change (APC),Percentage,units,1.8
1300,2021,Canada,Males,Acute myeloid leukemia,Second trend,Start year of period,Number,units,1991.0
1301,2021,Canada,Males,Acute myeloid leukemia,Second trend,End year of period,Number,units,2020.0
1302,2021,Canada,Males,Acute myeloid leukemia,Third trend,Annual percent change (APC),Percentage,units,
1303,2021,Canada,Males,Acute myeloid leukemia,Third trend,Start year of period,Number,units,
1304,2021,Canada,Males,Acute myeloid leukemia,Third trend,End year of period,Number,units,
1305,2021,Canada,Males,Acute myeloid leukemia,Fourth trend,Annual percent change (APC),Percentage,units,
1306,2021,Canada,Males,Acute myeloid leukemia,Fourth trend,Start year of period,Number,units,
1307,2021,Canada,Males,Acute myeloid leukemia,Fourth trend,End year of period,Number,units,
1308,2021,Canada,Males,Acute myeloid leukemia,Fifth trend,Annual percent change (APC),Percentage,units,
1309,2021,Canada,Males,Acute myeloid leukemia,Fifth trend,Start year of period,Number,units,
1310,2021,Canada,Males,Acute myeloid leukemia,Fifth trend,End year of period,Number,units,
1311,2021,Canada,Males,Acute myeloid leukemia,Latest trend,Annual percent change (APC),Percentage,units,1.8
1312,2021,Canada,Males,Acute myeloid leukemia,Latest trend,Start year of period,Number,units,1991.0
1313,2021,Canada,Males,Acute myeloid leukemia,Latest trend,End year of period,Number,units,2020.0
1314,2021,Canada,Males,Acute myeloid leukemia,Overall trend since 1984,Annual percent change (APC),Percentage,units,1.1
1315,2021,Canada,Males,Acute myeloid leukemia,Overall trend since 1984,Start year of period,Number,units,1984.0
1316,2021,Canada,Males,Acute myeloid leukemia,Overall trend since 1984,End year of period,Number,units,2020.0
1317,2021,Canada,Males,Acute myeloid leukemia,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,1.8
1318,2021,Canada,Males,Acute myeloid leukemia,Overall trend within the last ten years,Start year of period,Number,units,2011.0
1319,2021,Canada,Males,Acute myeloid leukemia,Overall trend within the last ten years,End year of period,Number,units,2020.0
1320,2021,Canada,Males,Chronic myeloid leukemia,First trend,Annual percent change (APC),Percentage,units,-1.1
1321,2021,Canada,Males,Chronic myeloid leukemia,First trend,Start year of period,Number,units,1984.0
1322,2021,Canada,Males,Chronic myeloid leukemia,First trend,End year of period,Number,units,1999.0
1323,2021,Canada,Males,Chronic myeloid leukemia,Second trend,Annual percent change (APC),Percentage,units,-11.3
1324,2021,Canada,Males,Chronic myeloid leukemia,Second trend,Start year of period,Number,units,1999.0
1325,2021,Canada,Males,Chronic myeloid leukemia,Second trend,End year of period,Number,units,2007.0
1326,2021,Canada,Males,Chronic myeloid leukemia,Third trend,Annual percent change (APC),Percentage,units,4.7
1327,2021,Canada,Males,Chronic myeloid leukemia,Third trend,Start year of period,Number,units,2007.0
1328,2021,Canada,Males,Chronic myeloid leukemia,Third trend,End year of period,Number,units,2020.0
1329,2021,Canada,Males,Chronic myeloid leukemia,Fourth trend,Annual percent change (APC),Percentage,units,
1330,2021,Canada,Males,Chronic myeloid leukemia,Fourth trend,Start year of period,Number,units,
1331,2021,Canada,Males,Chronic myeloid leukemia,Fourth trend,End year of period,Number,units,
1332,2021,Canada,Males,Chronic myeloid leukemia,Fifth trend,Annual percent change (APC),Percentage,units,
1333,2021,Canada,Males,Chronic myeloid leukemia,Fifth trend,Start year of period,Number,units,
1334,2021,Canada,Males,Chronic myeloid leukemia,Fifth trend,End year of period,Number,units,
1335,2021,Canada,Males,Chronic myeloid leukemia,Latest trend,Annual percent change (APC),Percentage,units,4.7
1336,2021,Canada,Males,Chronic myeloid leukemia,Latest trend,Start year of period,Number,units,2007.0
1337,2021,Canada,Males,Chronic myeloid leukemia,Latest trend,End year of period,Number,units,2020.0
1338,2021,Canada,Males,Chronic myeloid leukemia,Overall trend since 1984,Annual percent change (APC),Percentage,units,-1.5
1339,2021,Canada,Males,Chronic myeloid leukemia,Overall trend since 1984,Start year of period,Number,units,1984.0
1340,2021,Canada,Males,Chronic myeloid leukemia,Overall trend since 1984,End year of period,Number,units,2020.0
1341,2021,Canada,Males,Chronic myeloid leukemia,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,4.7
1342,2021,Canada,Males,Chronic myeloid leukemia,Overall trend within the last ten years,Start year of period,Number,units,2011.0
1343,2021,Canada,Males,Chronic myeloid leukemia,Overall trend within the last ten years,End year of period,Number,units,2020.0
1344,2021,Canada,Females,"Total, all primary sites of cancer",First trend,Annual percent change (APC),Percentage,units,-0.2
1345,2021,Canada,Females,"Total, all primary sites of cancer",First trend,Start year of period,Number,units,1984.0
1346,2021,Canada,Females,"Total, all primary sites of cancer",First trend,End year of period,Number,units,2002.0
1347,2021,Canada,Females,"Total, all primary sites of cancer",Second trend,Annual percent change (APC),Percentage,units,-1.1
1348,2021,Canada,Females,"Total, all primary sites of cancer",Second trend,Start year of period,Number,units,2002.0
1349,2021,Canada,Females,"Total, all primary sites of cancer",Second trend,End year of period,Number,units,2016.0
1350,2021,Canada,Females,"Total, all primary sites of cancer",Third trend,Annual percent change (APC),Percentage,units,-2.3
1351,2021,Canada,Females,"Total, all primary sites of cancer",Third trend,Start year of period,Number,units,2016.0
1352,2021,Canada,Females,"Total, all primary sites of cancer",Third trend,End year of period,Number,units,2020.0
1353,2021,Canada,Females,"Total, all primary sites of cancer",Fourth trend,Annual percent change (APC),Percentage,units,
1354,2021,Canada,Females,"Total, all primary sites of cancer",Fourth trend,Start year of period,Number,units,
1355,2021,Canada,Females,"Total, all primary sites of cancer",Fourth trend,End year of period,Number,units,
1356,2021,Canada,Females,"Total, all primary sites of cancer",Fifth trend,Annual percent change (APC),Percentage,units,
1357,2021,Canada,Females,"Total, all primary sites of cancer",Fifth trend,Start year of period,Number,units,
1358,2021,Canada,Females,"Total, all primary sites of cancer",Fifth trend,End year of period,Number,units,
1359,2021,Canada,Females,"Total, all primary sites of cancer",Latest trend,Annual percent change (APC),Percentage,units,-2.3
1360,2021,Canada,Females,"Total, all primary sites of cancer",Latest trend,Start year of period,Number,units,2016.0
1361,2021,Canada,Females,"Total, all primary sites of cancer",Latest trend,End year of period,Number,units,2020.0
1362,2021,Canada,Females,"Total, all primary sites of cancer",Overall trend since 1984,Annual percent change (APC),Percentage,units,-0.8
1363,2021,Canada,Females,"Total, all primary sites of cancer",Overall trend since 1984,Start year of period,Number,units,1984.0
1364,2021,Canada,Females,"Total, all primary sites of cancer",Overall trend since 1984,End year of period,Number,units,2020.0
1365,2021,Canada,Females,"Total, all primary sites of cancer",Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-1.6
1366,2021,Canada,Females,"Total, all primary sites of cancer",Overall trend within the last ten years,Start year of period,Number,units,2011.0
1367,2021,Canada,Females,"Total, all primary sites of cancer",Overall trend within the last ten years,End year of period,Number,units,2020.0
1368,2021,Canada,Females,Head and neck,First trend,Annual percent change (APC),Percentage,units,-1.2
1369,2021,Canada,Females,Head and neck,First trend,Start year of period,Number,units,1984.0
1370,2021,Canada,Females,Head and neck,First trend,End year of period,Number,units,2020.0
1371,2021,Canada,Females,Head and neck,Second trend,Annual percent change (APC),Percentage,units,
1372,2021,Canada,Females,Head and neck,Second trend,Start year of period,Number,units,
1373,2021,Canada,Females,Head and neck,Second trend,End year of period,Number,units,
1374,2021,Canada,Females,Head and neck,Third trend,Annual percent change (APC),Percentage,units,
1375,2021,Canada,Females,Head and neck,Third trend,Start year of period,Number,units,
1376,2021,Canada,Females,Head and neck,Third trend,End year of period,Number,units,
1377,2021,Canada,Females,Head and neck,Fourth trend,Annual percent change (APC),Percentage,units,
1378,2021,Canada,Females,Head and neck,Fourth trend,Start year of period,Number,units,
1379,2021,Canada,Females,Head and neck,Fourth trend,End year of period,Number,units,
1380,2021,Canada,Females,Head and neck,Fifth trend,Annual percent change (APC),Percentage,units,
1381,2021,Canada,Females,Head and neck,Fifth trend,Start year of period,Number,units,
1382,2021,Canada,Females,Head and neck,Fifth trend,End year of period,Number,units,
1383,2021,Canada,Females,Head and neck,Latest trend,Annual percent change (APC),Percentage,units,-1.2
1384,2021,Canada,Females,Head and neck,Latest trend,Start year of period,Number,units,1984.0
1385,2021,Canada,Females,Head and neck,Latest trend,End year of period,Number,units,2020.0
1386,2021,Canada,Females,Head and neck,Overall trend since 1984,Annual percent change (APC),Percentage,units,-1.2
1387,2021,Canada,Females,Head and neck,Overall trend since 1984,Start year of period,Number,units,1984.0
1388,2021,Canada,Females,Head and neck,Overall trend since 1984,End year of period,Number,units,2020.0
1389,2021,Canada,Females,Head and neck,Overall trend within the last ten years,Annual percent change (APC),Percentage,units,-1.2
1390,2021,Canada,Females,Head and neck,Overall trend within the last ten years,Start year of period,Number,units,2011.0
1391,2021,Canada,Females,Head and neck,Overall trend within the last ten years,End year of period,Number,units,2020.0
1392,2021,Canada,Females,Esophagus,First trend,Annual percent change (APC),Percentage,units,-0.5
1393,2021,Canada,Females,Esophagus,First trend,Start year of period,Number,units,1984.0
1394,2021,Canada,Females,Esophagus,First trend,End year of period,Number,units,2020.0
1395,2021,Canada,Females,Esophagus,Second trend,Annual percent change (APC),Percentage,units,
1396,2021,Canada,Females,Esophagus,Second trend,Start year of period,Number,units,
